Gene	signal_to_noise_ratio
CART1	-0.12128923639756209
FBLN2	-0.12126894704819285
HSGT1	-0.12125383683411059
MDM4	-0.12124377795505141
TMPRSS5	-0.12121151365242393
WHSC1L1	-0.12120575948667912
OVGP1	-0.1211116691719554
214057_at	-0.12102753179352763
MGAT1	-0.12098552829121399
AZGP1	-0.12094623703457116
ZCWCC2	-0.12091349627593391
IMPACT	-0.12090282647939844
CTSL	-0.12087548728092941
202823_at	-0.12086660328860634
ABHD8	-0.12083574908373927
AUP1	-0.12083140022190472
PSEN2	-0.12079869112700849
KIAA0931	-0.12076198605721308
ERCC5	-0.12075499146953815
CASP9	-0.12071043324480772
TAF11	-0.12071026543101106
CHST4	-0.12069787811244335
ROBO1	-0.12064289165433177
212622_at	-0.12062757715035795
DSPP	-0.1206214067573655
C5orf14	-0.1205996726308192
GPR107	-0.12055530466751646
U2AF1	-0.12055360995813683
GAGE1	-0.12054520286564971
215496_at	-0.12054123637428472
SPINT2	-0.1205331760171197
DNMT3B	-0.12045883935982582
SRP72	-0.12044847110777322
DOC2A	-0.12043228668208264
DKFZP564B167	-0.12039159253754098
CHKB /// CPT1B	-0.1203790215756996
B2M	-0.12035263270013292
220898_at	-0.12034877072838635
COPS7B	-0.12032868558818184
PTPN3	-0.12030537208913118
SLC26A4	-0.12029574559034184
AKR1C3	-0.12026808178796204
HIST1H4L	-0.12025880644186382
FLJ38628	-0.1202228316442274
GML	-0.12021863815717891
CH25H	-0.12018845294887681
PRKAB2	-0.12015225392398138
TFRC	-0.12014028999718734
MKL2	-0.12012823373616881
CXorf34	-0.12012225237581084
SRD5A1	-0.1200698759432508
220983_s_at	-0.12000933974873423
MARK4	-0.11993490913291924
FLJ11838	-0.11992258832119511
CAPN2	-0.11989667523433725
HIST1H4D	-0.11984645131371766
HAND2	-0.11982770417703567
ZNF302	-0.11982453119675297
GRM6	-0.11973981054971236
MNAT1	-0.11967186804185302
GGT1	-0.11964196254305187
PRKAA2	-0.11961450110928944
ZNF124	-0.11951944313467969
GDF11	-0.1195078744731842
MICB	-0.1194562805407692
RECQL	-0.11936325331231308
ZNF304	-0.11931710818877883
FLJ22222	-0.11930920956497255
DC13	-0.11929879101784903
IFIT2	-0.11929707783266352
214947_at	-0.11919577462731776
MED6	-0.11913291647200032
STX16	-0.11910536003015124
NEK1	-0.11909124730670859
HRH4	-0.1190817183987727
PMS2	-0.11907792051434002
NPC2	-0.11907653214479164
MGC11266	-0.11904592317442468
RNF44	-0.11902834288197606
DNAJB5	-0.1189689636462479
LOC257407	-0.11896071955851717
HS6ST1	-0.11891551952630189
SRP19	-0.11890942292199236
FLJ20071	-0.11888534713146602
FLJ20533	-0.11887689243558112
CKIP-1	-0.11887288597939732
SUHW1	-0.11885972312377002
KLRC3	-0.11877700083765586
TLR5	-0.11873321646341788
GSTM3	-0.11868913343311302
SFTPC	-0.11865197562288474
GUSB	-0.11858807813892999
FLT1	-0.11858493035635514
FLJ46603	-0.1185039755687507
GSTM2	-0.11849356631140147
FLJ21128	-0.11841401979065076
214884_at	-0.11839264650933025
eIF3k	-0.118391217009478
207572_at	-0.1183373324500049
PRODH2	-0.11832744468316567
213686_at	-0.11830125735164077
H2AFJ	-0.11829099614466627
DNAJC13	-0.11827678085671135
TCTE1L	-0.1182656496217551
GSTK1	-0.11819570075559824
FBP1	-0.11819067081453902
PP1201	-0.11816949836612926
SIT	-0.11812951043483126
S100B	-0.11810010284426199
SCNN1D	-0.1180889790221764
RHOB	-0.11800861126049773
15E1.2	-0.11798853824332996
KIAA0146	-0.11791658632642096
CGI-128	-0.1178681920950889
DRD1	-0.11781147319953045
214756_x_at	-0.11778386227903849
TMEM4	-0.11776773084891579
APOBEC1	-0.11776410176009675
C10orf137	-0.11776187581326342
ADRB2	-0.11773272137547024
LETM1	-0.11770434443435468
KCNA2	-0.11763320140078395
216806_at	-0.11762106634100772
211406_at	-0.11761229077946227
CORO1B	-0.11759674908188758
RBM15	-0.11758617120685327
AMPH	-0.11757998993222427
TRIM10	-0.11754075097804226
KIAA1462	-0.1175177790714636
CPA3	-0.11747099426650198
220878_at	-0.11744387528843626
BTG2	-0.11737706150286138
RNF34	-0.11732550537207508
TRIP10	-0.11731038210074211
C15orf28	-0.11730654209342398
SCN7A	-0.11728033619043941
IL1RL2	-0.11724822935222676
ATP6V1E1	-0.11724160797188625
ZNF248	-0.11721481075413286
TRPV1	-0.11719007794339732
THUMPD2	-0.1171561584335339
NME5	-0.11711080014493426
TFB1M	-0.11710524258599896
USP20	-0.11707690051197156
JAK3	-0.11706045910805045
KIAA0553	-0.11702895894819425
OAZ3	-0.11696401318129454
ZFYVE16	-0.11695402851991062
EVL	-0.11694510372725629
C21orf77	-0.11692932627548472
221146_at	-0.11687892098106464
CLCN1	-0.11685284627387035
MRE11A	-0.11683410705227315
216681_at	-0.11681789252712932
222369_at	-0.11681739863658742
SELT	-0.11673162015816466
EIF4E	-0.11672202735450865
TCEAL4	-0.11669725760768339
CD209L	-0.11663362873763874
ETEA	-0.11661832927084953
ZBED2	-0.11652617126970724
FLJ10618	-0.11646323569747989
221717_at	-0.11644115718507285
FAM46A	-0.1164038726562625
TMEPAI	-0.11639311703118295
LOC90925	-0.11633601633627265
YWHAQ	-0.1163072801442628
MDH2	-0.11630701911965666
217638_at	-0.11629592475977751
NOS1	-0.11628462357481012
MGC13053	-0.11623820601888375
KCNA3	-0.11622604971400143
FLJ12118	-0.1161424152036459
220693_at	-0.11609815785654647
CLECSF12	-0.11607192953650365
CD80	-0.11602923438839027
TESK2	-0.11602408087181258
FBXL11	-0.11588519444993907
DKFZP434K046	-0.1158514863711894
GALNT14	-0.11584781857081257
FLJ22729	-0.11572345308386588
217605_at	-0.11572028017142395
PVRL3	-0.11572022091238902
215727_x_at	-0.11570808196781676
204898_at	-0.11564702954572709
CHL1	-0.1156446208206213
IBTK	-0.11563680661918743
GHITM	-0.11561711761119033
COL8A2	-0.11561243309312298
215059_at	-0.11559563550822398
USP29	-0.11555933025342636
CXCL11	-0.11546843678483297
KIAA1579	-0.11544122609704445
PRSS2	-0.11541735059369387
LMNB1	-0.11539622394921571
WBSCR20C	-0.11538486526211889
FGIF	-0.11534484360367263
GTF2A2	-0.11525270341994506
216108_at	-0.11524187474164124
INPP5E	-0.1151249164703218
SKP2	-0.11508681042251058
AWP1	-0.11501766899503213
ITIH3	-0.11500151727526521
SIVA	-0.11499752306039877
216948_at	-0.11497776137156208
GABRR1	-0.1149752447307549
MFN2	-0.11497232974063401
STMN4	-0.11495373250267009
SUV39H2	-0.11491890613855181
TORC3	-0.11489684960732602
C21orf106	-0.11483613827539119
PAPOLG	-0.1148358045596158
THRA /// NR1D1	-0.11469846585819092
ITIH4	-0.11466569448583416
RAPGEF1	-0.11465412792628739
PDGFD	-0.11462366180116768
EEF1G	-0.11454157133181336
MAGEA9	-0.1144970516196435
CRBN	-0.11448074748078176
ZNF137	-0.11443013057395485
C1R	-0.11438806133237014
GPR132	-0.11436080978608541
206863_x_at	-0.11436035188089223
SLC35D2	-0.11432675270505156
UBE2S	-0.11421670195723455
TULP2	-0.11420131510421502
SLCO1A2	-0.11417165794769962
FBLN1	-0.11415718742892725
GNG12	-0.11413725139726962
FLJ11301	-0.11409496356476183
BCAT2	-0.11406921696523262
ZIC3	-0.11404760449108857
CDH9	-0.11404013018363432
EIF3S10	-0.11402704581525605
PROC	-0.1139355006001168
215713_at	-0.1139212863645157
DNAH3	-0.11389516837103546
FLJ12684	-0.11387614196999413
LCE2B	-0.11384090898848097
HBS1L	-0.11376068963697156
213574_s_at	-0.11368683585333372
ATAD2	-0.11367979372187888
APOBEC3A	-0.11359189187115269
C16orf34	-0.11349668794332315
GLTSCR2	-0.11344140773657971
215978_x_at	-0.11343087455914423
B4GALT7	-0.11333656211537134
ADAR	-0.11330856562862092
MGC16279	-0.11323108563362545
AHCY	-0.11307675334153225
NIF3L1	-0.11304624861128287
MUC2	-0.1129310645689237
TFB2M	-0.11290920461058265
DDX58	-0.11288874962213613
C6orf64	-0.11286794505992227
ANGPTL2	-0.1128008238429963
215975_x_at	-0.11266708534310554
MECP2	-0.11263826024848346
CBS	-0.11255753814495374
NICAL	-0.11245390916514991
LCK	-0.11242111060909718
ASCC1	-0.11238456872834977
SLC35F2	-0.11230069827863841
F12	-0.11229651561729194
PSMD7	-0.11229002574640695
POLA2	-0.11227528735860406
FLJ20257	-0.11213939003459203
SLC25A6	-0.11206961295482264
RFX5	-0.11206765334027421
213868_s_at	-0.1119606182832586
GHR	-0.11190974893918602
SARM1	-0.11176043384928118
FLJ20272	-0.11174632236272986
217464_at	-0.11174288154356721
BAP1	-0.11170556390663963
C20orf67	-0.11170172816761785
TMOD2	-0.11163077295652614
216543_at	-0.11161754645789577
GPRASP1	-0.1115239546538843
215594_at	-0.11150216467845712
PSMB5	-0.11142547611086832
PAQR4	-0.11140602374092212
SLC17A6	-0.11139622835457325
XLKD1	-0.1113771686915199
TALDO1	-0.11133599936132009
PIP5K1A	-0.11130861613445259
TAF2	-0.11128869575328335
ITGB3BP	-0.11123272658055827
RNF19	-0.1112101898775136
KIAA0143	-0.11119400386406131
GRIM19	-0.11115215189620142
PRSS7	-0.11113942197224533
LTBR	-0.1111347702105174
216936_at	-0.11095985934335328
SORL1	-0.1108399582202723
C20orf6	-0.11081600882954282
C10orf118	-0.11078011806164714
LACTB2	-0.11075075515062037
SP140	-0.11072242664914887
207094_at	-0.11062083771185469
C9orf76	-0.11059107813619055
C14orf139	-0.11058925306866342
ADAMTS3	-0.11057093488171757
STXBP1	-0.11056923734188158
C6orf103	-0.11056703233525188
LTB4R2	-0.11055683154946448
RNF111	-0.11052270347389224
TARDBP	-0.11036201259159531
215403_at	-0.11035766805768356
FABP2	-0.1103564149313511
ASCL3	-0.11035448346388793
MGC14560	-0.11033615546780949
GP6	-0.11031963742776112
MAPK14	-0.1103017001373086
ALLC	-0.11026739382743805
MEOX1	-0.11026467285692124
DNCH2	-0.11025678572935702
TUFM	-0.11020094931843856
NUTF2	-0.11014665435772505
WFS1	-0.11004791594540776
GCC1	-0.11002536556630474
BAPX1	-0.10998735799617493
EP400	-0.10993314471945174
UBE2C	-0.1098459378809717
TIE	-0.10981881135882322
KIAA0830	-0.10979754117401523
TSKS	-0.10978332850684834
213608_s_at	-0.10978197367059285
ASIP	-0.10977617343346344
IRAK4	-0.10976891879895102
GNG3	-0.10970389985129586
ATP5G3	-0.10966170205634422
MGC4294	-0.10962984240029872
GPR35	-0.109526843296915
HLA-DQA1	-0.10949033206821862
SGPP1	-0.10948812029338058
CEBPZ	-0.10945049832498203
MBIP	-0.10944356264864023
MLLT7	-0.10942658553068377
GOLGA2	-0.10940452448246993
213044_at	-0.10937771604566514
TINF2	-0.10936414532825979
BMPR1B	-0.10935411982038655
213567_at	-0.10934301164674239
C20orf12	-0.10926221144725523
FCGBP	-0.10926091758231937
210893_at	-0.10921252778002596
MINA	-0.10918805775672649
STAG2	-0.10917531374866271
FLJ13052	-0.1091643756715182
ANXA8	-0.10911160548757866
SN	-0.10907887205410302
L1CAM	-0.10907698318464461
CSNK1E	-0.10901351022818019
FLJ10874	-0.1089558977473493
TM4SF5	-0.108876684232562
NAP1L1	-0.10887441817956317
IL15RA	-0.10878421044411589
UBE2M	-0.10877462053798258
CASP3	-0.10869544644159923
NPHP1	-0.10860902770472132
ANKRD28	-0.10850702302960719
EIF3S9	-0.10845261735305117
214223_at	-0.10842562464606474
PIK3C2G	-0.10840188620715717
CTNNBIP1	-0.10834203039395286
SLC5A12	-0.1083130103269058
TAF7L	-0.10825478587920997
CDC42EP4	-0.10825195073700311
BTBD1	-0.108249007634395
RPL19	-0.10824704456138472
215542_at	-0.10820046101632448
SLC37A1	-0.1081859092256313
MAP3K8	-0.10813007452661622
216246_at	-0.1081175791270125
SURF1	-0.10811698869127083
ATP2B1	-0.10808987391669451
TRAPPC4	-0.10808404824806957
ANPEP	-0.10796371994770522
215653_at	-0.10796105078785764
PEF	-0.10792386872135226
RNF39	-0.10791338252770141
GAK	-0.10790091583219585
OTUB1	-0.1078992587867935
BCL2L14	-0.10789051764361915
UMP-CMPK	-0.10788261341116355
SATB1	-0.10785895081095566
CDC42BPB	-0.10784477407897138
LECT1	-0.10783488223692378
CIDEB	-0.10775354240319651
RHOT1	-0.10770957535627655
C22orf18	-0.10766541788311669
ET	-0.10755782608564872
POLR3C	-0.10755384094650472
RRH	-0.10754926636840173
FLJ10901	-0.10750697736560515
MID2	-0.10748146950196474
MLPH	-0.10733590985277737
MDM2	-0.10731276439950217
MBC2	-0.10731206460349214
KIAA0092	-0.10726314222634487
MBTPS1	-0.10724496471682635
PCOLCE2	-0.10723679929164293
GAS7	-0.10722949036427211
EMCN	-0.10720265775959073
CBFB	-0.1071930681378529
MGAT2	-0.10713963276517875
RPS27	-0.1071026832374866
VEGFB	-0.10708633327101194
10-Sep	-0.10705167971466281
KIAA0894	-0.10699797137169817
TLE1	-0.10699434941401907
BIRC2	-0.10698744942633157
DHX32	-0.10698219995056962
TSPYL5	-0.10696425872179773
FLJ12270	-0.10694956956170006
FLJ12517	-0.10693944490377597
EPS8	-0.10692783902765336
KPTN	-0.10691774887054722
FLJ12700	-0.106870525868294
CTNNAL1	-0.10685199019974431
GPX7	-0.10677951954857015
PSMA2	-0.106770744506308
MYO5C	-0.10675870618462144
NDUFV1	-0.10675494385079859
CYP2C18	-0.10675403718161862
KIAA0406	-0.10668801946324472
NINJ2	-0.10664823495498846
RASA1	-0.10661997165850189
OPHN1	-0.10660753323115811
215893_x_at	-0.10659929948152055
ODF1	-0.1065984171275191
PMM2	-0.10656392705589263
HAN11	-0.10655116676315778
SEC22L1	-0.10655037813972458
MLL2	-0.10653696969418812
THBS3	-0.10651973141858137
AFG3L2	-0.10650960129933715
GTL3	-0.1064941244802799
LOC283824	-0.10644392656105324
FLJ10496	-0.10644102103847514
POU3F2	-0.10642379817926871
215681_at	-0.10636601564140127
UPF3B	-0.1063294855294138
UCHL1	-0.10631692556345666
MAP1LC3B	-0.10630733191479225
CENPJ	-0.1063056066440823
DDEF1	-0.10626215362599159
MYOG	-0.10621993867497621
AFTIPHILIN	-0.10621371441817033
PA2G4	-0.1061776943957516
ZNF16	-0.1061334935696546
222032_s_at	-0.10608118845230699
MGMT	-0.10607734491546655
AKAP11	-0.10606433786463525
RAP140	-0.10598438950326913
SLC24A6	-0.10598303215664877
RPL37A	-0.10594372812582671
FLJ22169	-0.10592466601178482
FN1	-0.10589977269071683
TSK	-0.1058926396793622
COQ6	-0.105871031973185
FAM12A	-0.10578164189069957
DAZL	-0.10577431549178708
COL9A1	-0.10574412069243065
ZNF516	-0.1057187768595834
C9orf127	-0.1057076093474189
C14orf135	-0.10566288251894324
LHX2	-0.1055082839393014
MIR	-0.10547723741315206
LOC92017	-0.10544534445468436
ACTR2	-0.10542837032967062
IL7R	-0.10539777966057676
IGSF4B	-0.10536105761124118
MLP	-0.10535766234076033
SMAP-1	-0.10534693152334806
CAMTA2	-0.10534366231655609
POLE2	-0.10532661251896339
AP3B2	-0.10531978668441996
MAPBPIP	-0.10529121659490612
DVL2	-0.10528237332554505
210920_x_at	-0.10527967792931121
PTPN11	-0.10522279191766593
KDR	-0.10516018522278679
CHEK2	-0.10512752365570677
SENP3	-0.10509946758066017
FLJ20130	-0.10509059989364188
RHBDL1	-0.10506652594753242
CEP2	-0.10503327280583426
DUSP22	-0.10500346925219901
FLJ11082	-0.10487803839461594
IL17RB	-0.1047375564985436
WBSCR22	-0.10471478400268125
216828_at	-0.10471047420610412
PSMB6	-0.10469138060577042
TIAM2	-0.10459343937488183
MS4A1	-0.10459307779836062
CTEN	-0.10459168578070431
DHRS1	-0.10457599907478968
FLJ11127	-0.10452704544805191
VTN	-0.10452319765748236
MEA	-0.10452223971054467
GPC1	-0.10450229714926203
P2RY10	-0.10443278408119414
PHF1	-0.10441984023945061
FLJ14888	-0.10439329962099712
KIAA0087	-0.10437441075906478
FLJ22688	-0.1043264172632173
TRIP4	-0.10423409357878193
ZNF292	-0.10419076986484124
RET	-0.10409926455462895
LIMK2	-0.10409340742194007
PIGO	-0.10407234358610343
TOMM34	-0.10405502177346458
RNASEH1	-0.10401359698455706
PHOX2B	-0.10399457187229846
DGKB	-0.10397427883803735
216357_at	-0.10397106619948318
RAD9A	-0.10387586607788173
RNPC1	-0.10386346989029069
ECM2	-0.10385208801160711
GLRB	-0.10382591650548467
GADD45G	-0.10379876252101235
ARPC2	-0.10378058979823541
FLJ43663	-0.10374245474976233
AFFX-r2-Bs-phe-3_at	-0.10373351265244177
SYN2	-0.10370888909367233
215546_at	-0.10368643319002459
215775_at	-0.10365698166243371
213928_s_at	-0.10358848789089019
SOCS1	-0.10358663887850598
SF4	-0.10352365027393262
222255_at	-0.10349358849682369
LTB	-0.10348026204463763
ATP5G1	-0.10347205571900685
216655_s_at	-0.10343080958518464
217708_x_at	-0.10341870703307314
HR	-0.10341730456432811
AFFX-BioB-M_at	-0.10336894504050882
217472_at	-0.10332852393888312
MGC2963	-0.10331255816214241
210848_at	-0.10324018321834702
219780_at	-0.10317707857169787
SDFR1	-0.10316295882138979
LRP4	-0.10312638677863054
PDE8B	-0.1030293419326547
MTR	-0.10301711215211798
FLJ10871	-0.10286345192511992
LOC339321	-0.10284986647420538
NMT1	-0.10280285205686687
C1QB	-0.10277484140181958
HDAC4	-0.10269172943354024
EG1	-0.10268465818136717
DKK2	-0.10268152919276623
FGF17	-0.10265669214246488
SERPINA1	-0.10262022771026467
MGC8902 /// LOC376745 /// LOC200030 /// LOC348482	-0.10257875899790855
MEFV	-0.10257478651582923
CD244	-0.10256448108666598
MGC3047	-0.10252770166179002
216632_at	-0.10250677014505773
PSMC2	-0.10247864986184398
CALM3	-0.10247157373592351
PGLS	-0.10245935560093666
HDAC6	-0.10244516353012843
PAH	-0.10243933523892608
DKFZp566O084	-0.10236699644589026
201205_at	-0.10234132476869467
INDO	-0.10232641496340635
CAPN7	-0.10224225466994227
EGFL6	-0.10224041005956702
SMA4	-0.1021970073605092
C13orf10	-0.10219391479721258
222277_at	-0.10219074404765426
MXD4	-0.10213728696047603
RARRES2	-0.10203571493218087
BRAF	-0.10197486034595371
ESRRA	-0.1019298328431753
KIAA1393	-0.1018955392427058
MPDZ	-0.10185491351742434
CRELD1	-0.10175652098666331
KLF4	-0.10175595698331533
COMMD1	-0.10172761146832307
SGKL	-0.10172416693745875
FLJ10970	-0.10172075378830107
210699_at	-0.10169267557859733
KIF13A	-0.10168829744966659
TNPO2	-0.10166975933181933
C22orf9	-0.10165657658389285
TAS2R4	-0.10165355312585468
TM7SF2	-0.10161594365962201
MGC5509	-0.10161572093889497
ZNF198	-0.10159465037450807
USP14	-0.10150776551837137
HAS2	-0.10145779751628778
VPS4A	-0.10143299179491194
CSNK2B	-0.10143111054899559
EIF4EBP1	-0.10138119627323929
ZNF214	-0.10134675424833904
216679_at	-0.1012996841796244
FLJ12484	-0.10120053326192101
KIAA0258	-0.10107879890902596
NR5A1	-0.10105633382359631
HOXA7	-0.10105538151312869
MGC4504	-0.10104862003515167
MYO1A	-0.10103637626779932
FLJ20581	-0.10101169294049589
IGH@ /// IGHG1 /// IGHG4 /// IGHM	-0.10095548908005052
MRPL49	-0.10092294733743266
220915_s_at	-0.10092243086134112
MMRP19	-0.10087811090356268
216340_s_at	-0.10083222055103408
CRSP6	-0.10083112668772229
FLJ38993	-0.10082310395589933
ZNF313	-0.10078506466004004
MGC9084	-0.10076301217355585
FLJ12788	-0.10070663332253438
KIAA0152	-0.1006826132647026
ATP5J	-0.10067591450739971
FBXO22	-0.10066689069291863
C9orf12	-0.10065151329024152
PFKFB1	-0.10055236890469893
200054_at	-0.1004992192656028
213549_at	-0.1004976934368744
FSD1	-0.10045066636979946
PEG3	-0.10042227732133902
BANF1	-0.10039445834135102
SNTA1	-0.10038528098019145
GK001	-0.10037256536703565
NR2C2	-0.10036784592270181
ANKRD11	-0.1003562762723405
AKAP6	-0.10033812975550109
HTR3A	-0.10033794228561928
C13orf23	-0.10033062808250286
FLJ20184	-0.10028422632658746
EXOC7	-0.10018848873925644
MPPE1	-0.10018345355325671
CHODL	-0.10011202084925483
CENTD1	-0.10006350061591252
RRAS2	-0.10004595033484602
TEAD1	-0.10002163238964493
CARD4	-0.10000479339486337
LRPAP1	-0.09990920508013068
216716_at	-0.09989315282728814
GUCY1B3	-0.09982444550284249
RPL13	-0.09981149640675224
PRSS21	-0.09975197359613996
PCDHGB4 /// PCDHGA8	-0.0997422361088457
COX10	-0.09971197210177708
FLJ10916	-0.0997027046273176
LOC146712	-0.0996754844357457
217704_x_at	-0.09966726133016666
AKR1B10	-0.0996445806545491
FOXD2	-0.09958438688917216
ATP10B	-0.09952766295203863
208120_x_at	-0.09948950612330595
ADRBK1	-0.09947064464799725
MMP16	-0.09945658694891564
YWHAB	-0.09943892783452382
207915_at	-0.09942812295953252
216097_at	-0.09937988847146133
LOC51145	-0.09935140375690146
207472_at	-0.09932496673691749
NOX4	-0.09929916466017402
BRD2	-0.0992485629758179
C20orf29	-0.09917653978420042
214355_x_at	-0.09915627645464273
GARS	-0.09915126553673746
LIN7C	-0.09906662256177977
GPR63	-0.09905295048640982
OR7A17	-0.099040885689492
C14orf127	-0.09903762983091764
TM4SF1	-0.09899070391025012
RFK	-0.09897220593622477
LPXN	-0.09895459892752728
ZNF345	-0.09889323142971655
GAGEB1	-0.0988650500841578
ZNF611	-0.09882969269380196
ATIC	-0.09880023423349805
GLUD2	-0.09873895536423302
SLC15A1	-0.09873876074659568
ZNF14	-0.09867709490106101
FLJ20457	-0.09866587182478734
GK	-0.09865579850284777
SEMA4F	-0.09860469380304955
KIF2C	-0.0985994227106178
RAB8A	-0.0985533966037717
NR2E3	-0.0985334093738782
SH3BP2	-0.09851237347204124
214836_x_at	-0.09848700824953985
214350_at	-0.0984709897480924
PRCP	-0.09846343231851529
SPAP1	-0.09840834845074754
ZNF157	-0.09834343008246767
MTAP	-0.09832040927531142
AK3	-0.09830400568611265
GOSR1	-0.098303616251363
PPP2R5B	-0.09828988192473075
FLJ23233	-0.09827793552107093
SIRT4	-0.09825255133313296
LOC221362	-0.09819157210602
FXC1	-0.09818115245565562
AKAP8L	-0.09802988504104894
216527_at	-0.09798800494369296
FLJ14075	-0.09794762237735366
RORA	-0.09789257722121784
213495_s_at	-0.09787992655326944
KRAS2	-0.09782886447214434
ACAD10	-0.09780975772228351
202526_at	-0.0977938909655603
208139_s_at	-0.09779004197437323
CDKN1A	-0.09778908240692721
SLC35E1	-0.09778688714209172
216730_at	-0.09770643849533246
ELOVL4	-0.09768495600667608
PRDX3	-0.0976829684678788
UGDH	-0.09758871156157284
MGC4083	-0.09756649085833423
PRG3	-0.09756206808371894
DCK	-0.09755069957235796
VPS33B	-0.09750237148093782
C4orf8	-0.09746088722244654
DKFZp434O0213	-0.09743727727703246
216378_at	-0.09732415650778838
JAG2	-0.09729573187865867
222166_at	-0.09724553327936673
FLJ23186	-0.09714321665978945
OR2F2	-0.09712589316993364
RALGPS1	-0.09712117386184363
FLJ10661	-0.09708012220924996
PTX1	-0.09705918249163503
TMX2	-0.09701624720222901
FLJ12587	-0.09698166094640773
RHOBTB3	-0.09693086683314749
TCFL5	-0.09691165933129113
EYA1	-0.09689786679633161
SFRS12	-0.09686770988465178
WDTC1	-0.09678882662935608
FLJ20013	-0.09678313282314019
SNX5	-0.09676841928394896
COLEC11	-0.09664223930103444
FUT6	-0.0966418331383609
ICOSL	-0.0966206964000617
LAIR1	-0.09660588009166798
Morf4L2	-0.09657304057416123
USP32	-0.09653137086649037
CYCS	-0.09649920947596233
219031_s_at	-0.09649641547695949
JARID2	-0.09648276249086322
FLJ20628	-0.09647784876712978
IL10	-0.09647327500004751
BIRC6	-0.09646091762922628
SAMD4	-0.09643350159727185
RAB11FIP5	-0.09637713557733399
SLC4A4	-0.09637350306252
FAM13A1	-0.09637234486467211
216440_at	-0.09637151405847923
FLJ12572	-0.09636997004586399
205922_at	-0.096365912133644
RNUT1	-0.09633272402734998
DKFZP586D0919	-0.09630263553901913
SIAT7E	-0.09628895765954233
RNASE1	-0.09624396199473939
MRPS28	-0.09622790873220001
CD1E	-0.09620749274836106
ELTD1	-0.0962021155035244
P53AIP1	-0.09619148202383956
206532_at	-0.09616612571249106
DMD	-0.0961534217779468
CMRF35	-0.09612093308603002
ATP2B3	-0.0961132747704782
INSL5	-0.0960662054460593
EIF2S3	-0.0960484871596097
FLJ20254	-0.09604020802611217
OCRL	-0.09593852605157534
POU2F3	-0.09593554373756272
220913_at	-0.09590543586722679
DKFZP586H2123	-0.0959046132468143
ABCC5	-0.09589291681842596
COL2A1	-0.09587094219654202
AGPAT2	-0.09584372592835819
VKORC1	-0.09581284040622756
ABCA12	-0.0958025296516331
208023_at	-0.09568373531949871
DNM1	-0.0956818668732497
SIAH1	-0.09566569591671951
MTIF2	-0.09563578277172743
DDX42	-0.09562305511936414
DNCLI2	-0.09560350606494358
STARD5	-0.0955854836969793
FLJ10726	-0.09557220966607478
HUMPPA	-0.09557136785502883
ARHGAP12	-0.09555111879753975
PAK1IP1	-0.09554460618591083
PPP2R3A	-0.0955071177824366
FLJ14213	-0.0954827323161435
CPA4	-0.09548184229234799
216447_at	-0.09543480395485258
TMF1	-0.09527554751345167
TRIM9	-0.09524327947466905
AZU1	-0.09522872000533956
TREML2	-0.09522678250345537
214244_s_at	-0.09521747010485573
MFAP2	-0.09520732100718725
217416_x_at	-0.09519428083803677
TIAM1	-0.09516324747389962
PPIA	-0.09516225986186086
NEK7	-0.09514382308906685
PLXND1	-0.09503377735362875
NUP62	-0.09500542503308977
CBARA1	-0.0949628522099793
KIFC3	-0.0949430556565681
216055_at	-0.09483903036214167
C14orf108	-0.09479398477836165
MGC3329	-0.09478913771607653
DCT	-0.0947862820370231
DICER1	-0.09471704396790408
CIZ1	-0.09470750462121016
C11orf21	-0.09467343060458663
RTEL1	-0.09466032770663868
213813_x_at	-0.09462389219941181
211635_x_at	-0.09457347471310219
SPC12	-0.09450069906138384
KIAA1164	-0.09441266865598591
PPIL2	-0.0943757198960821
SYNCOILIN	-0.09436446930299613
CDK4	-0.0943184428075539
214284_s_at	-0.09431436744203055
GCG	-0.09425941162732171
OCM	-0.09424903145692218
IL1RAPL2	-0.0942221344001362
CEPT1	-0.09422195268063906
EDEM1	-0.09421472051249284
VPS13A	-0.09417634396837089
SLAMF8	-0.09415900994698313
LMAN2L	-0.09411638053240684
MAGEH1	-0.09410258025084782
RYR3	-0.09404289906860457
GABRR2	-0.09400179121248584
MYO1C	-0.0939146654761059
NFKB1	-0.09387940633732016
RGS9	-0.09386674955004336
PPP1R11	-0.09384060136270383
222033_s_at	-0.09383398820059514
CHD5	-0.09381979385148022
219651_at	-0.09380379920477579
YEATS2	-0.09379135945856949
KIF22	-0.0937485482445294
ARHGEF4	-0.09372892058175719
KRTHA5	-0.09368489874980042
KIAA1698	-0.09368305939898884
CCNI	-0.09365507889071131
AP1M2	-0.0936500348038639
D2LIC	-0.09361059054861233
ZNF174	-0.09355512559396059
RBM23	-0.0935477645158828
C12orf4	-0.09353803937034838
LOC286148	-0.09352650414753154
LOC88523	-0.09340369739367785
OBFC1	-0.09335004978142261
TUBB1	-0.09330383334863475
C13orf7	-0.09329812780683691
OXTR	-0.09325163472015437
EPPB9	-0.09319556676891119
ZNF587	-0.09319134549719037
216877_at	-0.09313172853664949
216126_at	-0.09309199611884145
POLR2G	-0.09308030275625465
ZNF236	-0.09306975107049359
DLG1	-0.09301923684538421
MCAM	-0.09295564454316614
SEC6L1	-0.09292009837575214
GBF1	-0.09286890166918063
15-Sep	-0.09277269866448115
VAPB	-0.09272021439530109
