Gene	signal_to_noise_ratio
STRN	0.011256591333033288
217651_at	0.011305062272063397
216896_at	0.011313109794253177
TNFSF4	0.011317713068233134
SLC31A2	0.011332891984992002
FLJ14124	0.011365684729512366
217390_x_at	0.011408356053368113
LOC92482	0.01142467820172664
215593_at	0.011425764667631368
FLJ10357	0.011436820546705192
217591_at	0.011437175738873998
215194_at	0.011457148755827356
PBX2	0.011474693546564779
KRTAP2-4	0.011485618623448237
PAEP	0.011509187861651695
FLJ20321	0.011517521756287726
AFFX-BioDn-5_at	0.011540428287579117
CRYGD	0.011544397690786733
PRKCB1	0.011551417600616891
ARH	0.011591404859139487
MGC4606	0.011602268479232146
NXF1	0.01163213279530594
ZNF430	0.011712270982200792
ASL	0.011714979530762592
LOC282997	0.011720811651130113
TPBG	0.011762008992918958
216790_at	0.011832012143047008
213949_s_at	0.011837815423111582
213521_at	0.011840782914054743
POF1B	0.011867036323891486
216487_at	0.011867505604088028
214825_at	0.011880324514455245
SPIB	0.0119167962993265
MAGEC2	0.011927238177615061
209638_x_at	0.011946088034496767
UGT1A8 /// UGT1A9	0.011960766123389794
215475_at	0.012005637892406652
SLC7A7	0.012100105897192747
205764_at	0.012194449823651659
COIL	0.012202866191414722
C21orf91	0.012205430478272753
EMX2	0.012227946615867083
HHLA2	0.012233037080048203
217623_at	0.012233092081955972
215858_at	0.012269509208902647
LPPR4	0.012350590529032156
KIAA2010	0.012418943674717414
PHKB	0.012421894071313206
CASC3	0.012447357343138735
FLJ14327	0.012483071732240204
BCAR3	0.012485391257947337
FOXK2	0.012508852142345624
NDUFC2	0.012557533148354345
LRRC15	0.012573747556601554
217155_at	0.012607306355887513
221948_s_at	0.012607629833963917
RRS1	0.012636703844971207
BICD2	0.012663497191461393
CASP8	0.01266546840056968
C6orf82	0.01268102023030859
ALDH3B1	0.01276836193751338
BPNT1	0.012781725907582567
APP	0.012800913242480581
EDG4	0.012832038518616976
222026_at	0.012873131974701945
ELL	0.012948838781368148
SHCBP1	0.012959192008912317
PTHLH	0.012990546179210883
SYT1	0.013002566486230436
CAMK1G	0.013050106034768891
KIAA0103	0.01305558093825135
F11	0.013086485116480171
PER1	0.013089055333873301
217500_at	0.013108899698080457
FABP3	0.013117631223136115
FLJ12057	0.013127134607270639
210265_x_at	0.013131002881151838
KIAA1018	0.013140463687452367
CDO1	0.013166699848699243
207672_at	0.013195091514465887
RNF127	0.013208906810384035
FLJ10514	0.013221747453059188
222347_at	0.013352018406064701
RGR	0.013359884539951973
GLRX	0.013396958648490859
GIT2	0.013493622360517663
RAB27B	0.013509177780175352
NR1D2	0.013511799606277795
DGKE	0.013532006242583465
FLOT2	0.013537741289533485
MGC27165	0.013552569512698622
217659_at	0.013607907127386524
PDCD11	0.01363104151418306
CRTAM	0.013672535604007408
HSPH1	0.013694067341458952
CHC1L	0.013897786433969644
SLC12A8	0.013942100696728764
KHSRP	0.013968516469336986
HYPE	0.013982798317547573
DDB1	0.013994195365722183
KIAA0650	0.01404324360248927
C1QTNF1	0.01404502452808021
IGH@ /// IGHG1	0.014076844059763654
RING1	0.014148539949401198
TRIM22	0.014159588220749367
FAM38A	0.01418133491366255
217131_at	0.01418462045472335
LHCGR	0.014253011087362783
MGAT5	0.014256907980200672
CD3Z	0.014276533768168722
FLJ11539	0.014285308262602929
MGC3794	0.014294619501693206
211369_at	0.014381574980506911
ITGB8	0.014390850450780708
C9orf16	0.014392210060260438
CSAG2	0.01442783386122061
NAGLU	0.014524141450784183
MAP4K3	0.014545626135112653
NDE1	0.014558807345274738
PKD2L1	0.014561950676284767
AFM	0.014709790893966285
PIK3CG	0.014753078151614293
211835_at	0.01476643938502835
NLGN4Y	0.014846996742681143
BLCAP	0.014863405557155878
TEGT	0.014875812533895394
IFNA16	0.014882573884552809
216678_at	0.014928961678858271
DZIP1	0.014956124487875528
ZNF6	0.01496311709353702
RNF126	0.01496404364947396
IGFBP4	0.01498602716999518
WASF2	0.014995583585439292
C14orf32	0.015025964519005798
PAFAH1B1	0.015072675916032919
215344_at	0.015075770130256131
UBE2V2	0.015144355570045627
YWHAZ	0.015169713556733107
RLF	0.015174751703869364
TPD52L2	0.015189433429636651
DKFZp566C0424	0.015202106108179627
217519_at	0.015204544882420552
207879_at	0.015228698039783389
Spc25	0.015278702024115784
SLC39A8	0.015346179741707319
CSRP2	0.015377225771809892
NRGN	0.015378923786708874
ARHGEF9	0.015413950425632842
KARS	0.015481496042084193
CCL24	0.015486599369399064
EPN3	0.01548813014268092
ARGBP2	0.01551824512655157
215734_at	0.015531592219685567
BCAT1	0.015560235933769916
212799_at	0.015569184418822024
PKLR	0.015576714991425069
216940_x_at	0.01559842887591708
PHF14	0.015606154969632859
FCHO1	0.015650997995518313
FSTL1	0.015675208887839485
GYS2	0.015706080357851513
NFKBIE	0.01572586132406217
ARS2	0.015726078558658818
SCUBE2	0.015744762329395638
LAMC1	0.01577614195155982
GNB1	0.015796375774916223
ARAF1	0.015813120515188593
216648_s_at	0.0158372027447135
211157_at	0.01584586858419181
SYT12	0.015870598120679914
215879_at	0.015987198696831854
KLF7	0.01600776227989515
LFNG	0.016019328296462118
PDE6G	0.01603057351457485
SRR	0.016037036267649643
TSHB	0.01605267192355807
213952_s_at	0.016103439995772524
RUNX1	0.016138445327158087
WNT7A	0.01615970196275062
PEX19	0.016174462377225203
213678_at	0.016191389121901666
MUS81	0.016224051092996482
KNSL7	0.016259324410793436
HERPUD1	0.016295709081436526
E2F4	0.01633090567661477
TBX6	0.016334111086977243
OR11A1	0.01641958728419127
APPBP1	0.01643653515447393
POPDC2	0.01646541941669565
NEFL	0.016535267933125323
CLECSF14	0.0165783634458995
FLJ21439	0.01658986278421493
CLSTN3	0.016593358172396083
HIST2H2BE	0.016620001930954458
GP1BB	0.016629341221723326
TJP1	0.01664875905774255
222048_at	0.0166566731378744
GSTA1	0.01666330644667768
TXK	0.0166671796585698
PRKX	0.016685564603450723
PROZ	0.01669292922455759
ZNF155	0.01670378267403756
TH1L	0.01672650385584784
DARS	0.016730644521745577
HOXB2	0.016806587166449918
211636_at	0.016806782122986308
HMOX1	0.016877110150638676
208229_at	0.01695239813272008
213817_at	0.016964589115112876
APIN	0.016965436156987552
HLCS	0.01697380226264453
KLF2	0.01706087730359079
CHCHD2	0.017076570107441198
FYCO1	0.01708066826547633
MFAP5	0.01714483299016246
STK22D	0.017147635146851983
CD3D	0.017195706849805637
MYL1	0.0173285906270101
SPTBN4	0.017370998944091394
CRY2	0.017386210366155348
FLJ10759	0.017394966752684485
MGC2574	0.017453914586809467
GJB3	0.017459624069863722
MYLC2PL	0.017496164880591636
CD38	0.017505211002449988
MAGEA5	0.017597521524092982
CSTA	0.01765190988883502
IVD	0.017668077759322436
HSPC111	0.017789194309656045
CLDN3	0.017800162330163436
PDE1C	0.01781430512802267
PCSK2	0.017836284349095413
217381_s_at	0.01785169287390823
YWHAE	0.017888744638543796
CTGF	0.017930846373285406
CYP2D6	0.017975770680502462
FCN3	0.017990184272163874
GGTLA4	0.01801113401184472
BICC1	0.018011831828379676
MBNL2	0.01803636261378392
GIPC2	0.018047347287646016
IL13RA1	0.018097288599033253
PCDHGB5	0.0181167113735607
UPLC1	0.01813403203266039
TUBG1	0.018140702003979364
ARL7	0.01814876997226033
CXX1	0.01817266777198318
SECISBP2	0.0181783355477483
217265_at	0.01817950826895962
GABRA1	0.018279840481736247
ALG8	0.018294521945131693
DKFZP547E1010	0.018297351789493536
HNRPM	0.01831673483873207
CAB39	0.0183168473355969
THRAP4	0.018333639381554828
ELA3A	0.018368572252399882
213907_at	0.018404612075568132
THAP9	0.01842357967630349
BMP4	0.018509976506574197
LOC57228	0.018545381468053318
AKR7A3	0.018566806854028735
PITRM1	0.018605754253474473
213810_s_at	0.018627020234997835
ARHGAP6	0.01868984466513593
ARCN1	0.018723189681204618
215290_at	0.018770576116140882
HIST1H3H	0.018786354572935853
AOF2	0.01880139287068613
217018_at	0.018833465610224833
DAMS	0.018875763978579693
SLC22A2	0.018908902621137834
ZNF556	0.01891348968169028
USH1C	0.018918292060291858
COMT	0.018934463337189292
211050_x_at	0.01896212848671159
FOXF2	0.01896473282563607
DOCK10	0.018994248114275743
C14orf162	0.01900637695249959
PIK3R2	0.01903666623616494
SOX4	0.019058024265665056
208043_at	0.019058329126037096
NHP2L1	0.019077060563313798
CCDC2	0.019087621985733657
PTBP2	0.019097436040102653
214242_at	0.019098314622798047
ZNF339	0.01910476078798528
MDS1	0.019128543525765544
202294_at	0.01913330936316399
C20orf13	0.019146084835917104
FLJ10581	0.019150900499810206
217044_s_at	0.019243748485699246
RFC2	0.019260666133657862
AGXT2L1	0.01926428820172677
BC-2	0.01926767902877814
207057_at	0.019268099006373152
CCDC6	0.019326457001453922
TBC1D16	0.01935797739378901
TOP3A	0.019369552672626494
MGRN1	0.019390066537313955
GDAP1	0.019391566394675718
LASP1	0.019399642799585535
ANKRD1	0.019418198511473382
PFN1	0.019487001151821982
SYNPO2L	0.019490240178947706
217222_at	0.019497163062674558
RABGGTA	0.019508725846736453
208404_x_at	0.01954325610154381
217091_at	0.019614516384380967
DSG2	0.019639016684089915
SOS1	0.01964778210851121
TM4SF10	0.01965516363516241
DMWD	0.019688166399065475
FAM3C	0.019721162772719944
CA5BL	0.019755275562813108
SLCO5A1	0.019776406475011193
MGC11271	0.01979613344061413
PGD	0.019815554544080807
NETO2	0.019880779030474825
220609_at	0.019893425530294905
216943_at	0.01990344826910039
DHFRP1	0.01993405665073242
217524_x_at	0.019989213473973443
MRPS6	0.020063362771616997
TMLHE	0.020071722176519945
TTTY2	0.020073264312921828
GNB2L1	0.020094258284960777
PFN2	0.020108464672255424
CDYL	0.020112970780464676
216353_s_at	0.020160054973483835
217347_at	0.020164986267794578
222325_at	0.02029209913331726
KEL	0.020305105062939553
MDS018	0.020323814195948548
MYH11	0.02032517785067887
NR1H2	0.020353571685366438
YY2	0.02039806850168815
HOXA6	0.020406225694909956
209307_at	0.02045752998232442
LGMN	0.02047315020431271
GNAZ	0.02051642303868696
RGS19IP1	0.02052732507443315
216164_at	0.02057404569024136
217637_at	0.020585763852040636
SIAT1	0.020703216753872135
FLJ14031	0.020708357272386346
MAML3	0.02073695809387356
MADCAM1	0.02077258609613352
217380_s_at	0.020830088674809386
BM88	0.020869444591549588
SSB1	0.02087808630701657
C1S	0.02088402418239209
IDI2 /// GTPBP4	0.02090720111774551
APBB1IP	0.02092030650073454
FLJ12529	0.020920354038335174
215697_at	0.020936852725466172
NT5C2	0.020976977852702562
202335_s_at	0.020988732640553207
FLJ40092	0.021044947765819243
GFRA4	0.02105330844243626
NAT1	0.02106291962699869
KLK12	0.021087639194612918
GJB1	0.021090339414494983
216604_s_at	0.021129996963786778
HSU79274	0.021141118101665773
GCAT	0.0211710741453768
TRAF4	0.02119868020106833
DKFZP564O1664	0.021214592463445182
220857_at	0.021224588419888647
OSTF1	0.021281047762963586
NFAT5	0.021289625453348424
PLEKHB2	0.021387277510889084
221184_at	0.021391496016361703
DSIPI	0.021452483128523648
PJA1	0.021491704536906613
PRKCE	0.021626669644757245
SERPINB4	0.021685844495030186
MGC4171	0.0217050546471839
PLA2G2E	0.021770959226011785
CKMT2	0.021805915102027316
DNAJA1	0.021810107496033845
INE1	0.021821627628502815
NKTR	0.021833225945780594
205385_at	0.021833821151401034
216763_at	0.021876049949788305
AFFX-r2-Bs-thr-3_s_at	0.02191029627030584
PHF3	0.021934693203471314
GBA3	0.02193644758974601
AMELX	0.021955231735650463
216162_at	0.021958819109922655
KLF5	0.021976725083672443
217384_x_at	0.022019268571894686
SCML2	0.022042827061790823
FLJ23861	0.022046573978757884
217683_at	0.022139771963465595
TLR1	0.022171987314329997
KNTC1	0.022178598138908084
SLC5A2	0.022198400912128373
213757_at	0.02226616344606374
HIVEP3	0.022278564410710914
SPINK2	0.022370169374193265
222147_s_at	0.02244286679297329
AATF	0.022506631610314586
CTDP1	0.022511147742344945
RPL5 /// LOC388650	0.0225112943576493
210824_at	0.022533649081719252
CEACAM7	0.02255446361446303
MYH6	0.02265681164092724
PCDHGA11	0.022666880273495546
HTR5A	0.02268929839103327
FLJ11280	0.02272727308525859
INPPL1	0.022731088274491933
PTPRM	0.022764543836687034
SFRS3	0.022768361180519177
SSX5	0.022807906228890878
PRR4	0.02281074093252068
LOC63928	0.022839250003612026
DLL3	0.02285038973519328
LOC283345	0.022883680360128136
WIF1	0.022936589213102133
216496_s_at	0.022980719472768613
PPRC1	0.022998004641230606
F13B	0.023015297630075527
PILRA	0.02308605782105478
BLZF1	0.02314305904027208
214180_at	0.02315144935950395
216450_x_at	0.023152140674694576
217535_at	0.023204528924904988
RBM8A	0.02321662807072869
ARHGEF3	0.02323944814487025
BNIP3	0.02325982029380342
PPOX	0.023260144130164702
PIWIL1	0.023266996935472857
C21orf5	0.02327081146236145
SSFA2	0.023274434868558604
VIPR1	0.02330806909654255
SNX1	0.02337698731999064
MAPKAPK3	0.023394310288773715
PHTF1	0.02344168024703251
SLCO1B3	0.02347890726625423
FLJ11142	0.023488744121892648
ZNF143	0.023497953408928785
PLCG1	0.02349917087359812
NDUFS1	0.023516725859693798
POLQ	0.023534885564425213
MUC5AC	0.02355356985221683
RAB6B	0.02355947449582426
ASB7	0.023600831642783756
K-ALPHA-1	0.023600861196226185
202271_at	0.023658379103536874
HSPC152	0.023688808565498782
ALK	0.023707361620846443
LOC153914	0.023745255014726983
CA6	0.02374675353828926
PAFAH1B2	0.02377568594761946
222326_at	0.0238361186868314
UCP1	0.02384004355567057
KIAA0792	0.023884352328581455
HPGD	0.023901875972424585
HMGA1	0.023905313960939
TPSAB1	0.02394858482554523
216448_at	0.024135495709833938
RIPX	0.024138884747616288
BPY2IP1	0.0242122376434265
NFASC	0.024328562207706385
TNIK	0.024489178884352265
SLC25A12	0.024551425651522914
HIP2	0.024597014912950854
SMAD6	0.024600603240798956
RAP2C	0.024691221074332807
C16orf23	0.02470409048652522
C16orf3	0.02473268001909193
PRSS15	0.02474869322808564
PHF8	0.024767755450870645
TFR2	0.024807922279954955
216609_at	0.024810703647614514
COG4	0.024812144496924704
SH3YL1	0.024880996850434323
HT036	0.024882244208832765
ATXN2L	0.024902557614550947
VAX2	0.024972778688607828
216858_x_at	0.025030642552469385
ARMC1	0.02509704186191077
CSDA	0.025140008547386666
TOX	0.025154972007651388
IFNA17	0.025155946716543344
216382_s_at	0.025158151349437146
IL16	0.0251641787959763
DERL2	0.025264146146811908
PRKD3	0.025285934738035847
215896_at	0.025320078663583812
PRNP	0.025400019632865138
SCPEP1	0.02546754422185189
DIAPH2	0.025519399719897858
PGA5	0.025657930607772626
USP7	0.025748306877770407
PSMA3	0.025775416791760996
API5	0.025789408885741678
207943_x_at	0.025855175486215153
LSAMP	0.025888605924365395
LAP1B	0.025929973361603104
VAV3	0.025936281230843253
CHAD	0.02594594973229327
FGB	0.025988963807847015
SLC2A1	0.02604730942721437
HSRTSBETA	0.02607951765011338
DLG7	0.026095891700993062
HMGCR	0.026128691777066084
215957_at	0.02616207963746424
215958_at	0.026191181675975686
C5	0.026192948235546052
ZNF580	0.02619992911933682
UGT2A1	0.026209471279311655
TRPC6	0.026261011435793024
DKFZP434K1172	0.026376004936607314
LOC94431	0.02637780462298988
214046_at	0.02639739619360901
ABHD2	0.02646020125074762
DKFZP564O0823	0.02651758363206671
TRAM1	0.026543573385017054
RFPL3	0.026573171997612114
S100A9	0.026574297045110634
CXorf45	0.026618630993430627
ELF1	0.0266688510056029
NPR3	0.02670309635193369
IL1R2	0.026708686776304228
KIAA0217	0.02673194902994412
AGR2	0.02673687151619912
TTC15	0.026772006730725925
FHOD3	0.02680118304546567
ABCA3	0.026819662830589508
SE57-1	0.026848714845853484
ZW10	0.026986632732875847
217183_at	0.02699019256074337
LRRC20	0.027013859199270917
216176_at	0.027061431954588384
ZNF41	0.02710931512133467
AVPR1B	0.027110993356522204
ARTN	0.027120171913927134
RNF137	0.027160570306228128
RNF167	0.027190283687787094
FOXP3	0.027206355479229852
FGF4	0.027222093596248147
NKX2-2	0.027230242441225537
GOLPH2	0.027239481467641276
MYST3	0.027245915278162117
C10orf116	0.02725392752001
ZNF271	0.027275784344294934
216990_at	0.027307491990028257
PGC	0.027347687590472007
RGS11	0.027408868547545075
SEMA5A	0.027433748410389012
ATP5G2	0.027459366417718113
ARHGEF16	0.027477756356724323
MPP1	0.027484568383373063
C6orf148	0.027485721099588578
STEAP	0.02748839080197769
SLC7A10	0.027581933627532473
HNRPK	0.027606379837174268
DKFZP564G2022	0.02764396988639493
215857_at	0.027654147450704016
MT1F	0.027688695815994906
CCR2	0.027689244809537817
RNASET2	0.027701390784848748
ADRA2B	0.02776074529533736
PTPN6	0.027831321334136343
EFHC2	0.02792102432825831
KIAA0286	0.027949873613273012
FXYD3	0.02797490784697129
IMMT	0.02812551429859456
AK1	0.02817084216273933
KIAA0495	0.028209131709542208
222246_at	0.028228654210860016
SMC4L1	0.028230314460530908
GLULD1	0.028380344673796964
CENPE	0.028401100736717932
RABGEF1	0.02843202605441603
RTCD1	0.028452313766742246
PGS1	0.02847904661354164
SALL1	0.028504112068125656
NPIP /// LOC339047	0.028509075919050515
ID4	0.028521781088402625
PLUNC	0.028555992952074463
NAGPA	0.02858372916558514
NOMO2 /// NOMO1 /// NOMO3	0.02863216224184434
216714_at	0.02863786853311669
CARD8	0.028649333214423037
MDM1	0.02871747076031641
ChGn	0.028717887036809817
216494_at	0.028729589198050843
216701_at	0.028769912655868563
MBNL3	0.028784039933084097
FBS1	0.02881089060718619
FLJ10326	0.028826239010823276
SUPT4H1	0.028863100482751147
ATR	0.02891059694654372
IMPDH2	0.028925863391406223
CRKL	0.028963478371273745
ALPP /// ALPPL2	0.02897689908290566
C6orf111	0.029001336010788154
215914_at	0.02902104283148475
C21orf96	0.02904869154062495
KIR3DL3	0.029052723931213182
BCAS1	0.02911789787651382
ABHD3	0.029148991970633472
UBE2I	0.02917263544488074
ADAM21	0.029177830690588987
EFNB2	0.02921479871066377
NDFIP1	0.02925579739124699
CD2	0.029309690568729035
CCL14 /// CCL15	0.029312108551202722
NEK9	0.029329373344628186
FNBP3	0.029347662403160876
FTSJ1	0.029371250869733773
FEM1C	0.029407247960579103
KLK13	0.02940962830826638
217578_at	0.02942215027488686
AFFX-r2-Ec-bioB-5_at	0.0295223436300219
GART	0.02953025467270901
MGLL	0.029546975134754492
PCM1	0.02958674873248685
TRPV4	0.029612606375388602
ERBB3	0.029615525353363828
215996_at	0.029653669225542946
HIBCH	0.0296612924263157
ABCA4	0.02968047139319017
CGI-04	0.02968633058111021
41512_at	0.029695598350979492
210596_at	0.029721032291716763
EZI	0.029754353180799272
216874_at	0.02984406553851096
RABL2A /// RABL2B	0.029855928823024958
PRKG1	0.029868903648215345
CRSP2	0.029871254761297074
RNPEP	0.02990102711375987
TEX13A	0.029903052796498325
ASRGL1	0.029903261057398323
STK16	0.029906766880276946
MYH7	0.02990786475917895
EHD4	0.029913899699632554
SOD1	0.02995312886920522
SPAG1	0.029987244788777546
201783_s_at	0.029993236498273786
SNF1LK	0.02999460045705236
RHOBTB1	0.029995161697514445
MAP7	0.03000078422877888
HMGN4	0.030017445744170035
MAGED1	0.03002743453277706
HPRP8BP	0.030076722369621004
DDX54	0.03012555895871097
C10orf95	0.030154499840243893
CCT2	0.03015883599395343
BMPR2	0.03016169795082648
IFNA7	0.03016253383393556
FLJ13352	0.030167271081069955
CD6	0.030173102445141094
PIP	0.03019258363419212
FLJ00060	0.030240249053096066
ARL2	0.030246571858048372
ARHGDIB	0.03025730934642957
216654_at	0.03026987854441651
SCP2	0.030279970620245032
ALDH5A1	0.03033396175336538
MID1IP1	0.03034875439573229
STAU	0.03036173834945805
CNOT8	0.03038063119999626
ATP6AP2	0.0303871197985263
AMACR	0.030436933845325503
201265_at	0.03045100589465512
DSCR1L2	0.03051482747608048
LOC93164 /// HTR7	0.030533752400974175
PKN1	0.030566651173353124
ZBED4	0.03060163569181952
C12orf10	0.030602140904381056
HAL	0.030608752157936236
LYN	0.030718225966260383
MAP4K2	0.030719252350181945
SNRPE	0.030722367252081495
CYP4F12	0.030722507597032447
CIR	0.0307554997276836
214777_at	0.030772463491202114
216318_at	0.03080350813049303
XTP3TPA	0.03081526140125335
ATP5B	0.03082620118730141
STRAP	0.030828976584131872
202648_at	0.0308336147811433
FLJ23506	0.030849550278976963
PCMT1	0.03093576893779678
DDX47	0.03094551799893932
222332_at	0.030950662132884107
215895_x_at	0.030952867481097893
MFNG	0.030958370045494694
TNNT3	0.0309612751898918
TERE1	0.031050493223641465
FLJ20422	0.031054128089878754
EST1B	0.03107779398063435
CAPN6	0.031082202756913445
MEP1A	0.03118300985814297
SIX2	0.03119750466080578
KCNA4	0.031216057289990176
217534_at	0.03122557422046549
C20orf14	0.03125429506723211
222364_at	0.03141128020019486
TTPA	0.03154010968263501
PFKFB3	0.03154857819955249
NRXN3	0.03157537858828943
INSIG2	0.031624546571452486
PPM1G	0.03163953784199195
PNKP	0.03166674221180002
216891_at	0.03168673936328332
C6orf97	0.03171024208121196
INSR	0.031728253568560676
RAE1	0.0317316812238168
FLJ10312	0.03175334362129342
HAMP	0.03176178584661698
217036_at	0.03177810206248523
RORC	0.0317896235368925
ARHGEF11	0.03180542153457474
ADPRH	0.03189635787933115
216932_at	0.031922758189099835
FLJ10826	0.03193288177931674
214927_at	0.03201731493687861
NALP2	0.03206181473893205
217461_x_at	0.032080944762636884
CKMT1	0.032195975464828414
SPAG9	0.03220695468178982
BC002942	0.032215955884219646
CGI-14	0.03223727839290908
ZNF281	0.03233777357157257
LRIG2	0.0323510839348213
214445_at	0.03246981981715803
APOA2	0.032483014429965255
PRMT7	0.03250875652323308
AVP	0.03256467976688055
STAG1	0.0326273138591809
C11orf17 /// SNARK	0.0326668451052014
NR2F2	0.03269761709652243
217038_at	0.03269856225278776
GGPS1	0.03274186592480448
RFX1	0.03277385820700229
217498_at	0.0327813566999891
MSH6	0.03279728138563497
C1orf25	0.032807729371760415
RPGR	0.0328335966407455
PAPD1	0.03285464303668873
DKFZP434P1750	0.03286186078492221
SP2	0.03288367593012714
ASNS	0.0329168265573037
214050_at	0.03292520492957477
FLJ14129	0.03296534500117887
ZNF562	0.03296596816182651
DOK2	0.03304426281989364
FOLR3	0.03311326667259928
FCGR1A	0.033123356766553744
IL6	0.03312535284661247
UNC50	0.03320287735960224
PKNOX1	0.03320638838962205
216814_at	0.03324087950609665
NUCB2	0.03324352334021418
FLJ14639	0.03328687809799878
MUTYH	0.0332909922567448
C1QR1	0.03339791644689649
EPHB4	0.033523567555045805
ZNF442	0.033558521255887264
SNRPD3	0.03357344962911134
ELAVL3	0.033578504454274204
NUDT9	0.03361528207661158
BC37295_3	0.0336334975484451
SLC22A13	0.0336439441917648
216143_at	0.03364773024512493
SEC5L1	0.033713043483490183
RHOD	0.033744411270514744
CCBL1	0.033760419731420306
CHRM2	0.033820424096045756
Nomo	0.03390559717451431
DLGAP2	0.03397020674262765
PWP2H	0.0340020588664784
221997_s_at	0.0340053238136756
MGC29875	0.03402899791913514
FAM49B	0.034106928526371656
LOC343071	0.03432528565813431
205785_at	0.034331969943400396
214926_at	0.0343442304888303
215436_at	0.03438213468365145
YEATS4	0.03440293654059891
FLJ13197	0.034443310165248715
215959_at	0.03445292254531075
ABC1	0.0344935396293493
RBL2	0.03459820544125292
ITM2C	0.03462227873455236
RNASE2	0.03462627452288322
ABCA1	0.034666522341465264
217469_at	0.03467064569862837
CXorf1	0.034684555676887344
DDX50	0.03473338789697515
HEY2	0.03477054898815141
MAPRE1	0.03478417235215931
COPZ1	0.03480141466845143
CRY1	0.034825586473885804
CYP2R1	0.03483642607198876
PROL1	0.03487321260542657
MYST4	0.03489411867310368
AMMECR1	0.03490230929181904
VPS54	0.034912718830888305
KRTHA7	0.03505894160592859
PGM5	0.035079622096397624
C5R1	0.03513141615020111
ADCY3	0.03514225933115426
PRKCG	0.035184263307569685
KIAA1045	0.03519762658381999
ABCE1	0.03527200213293002
207688_s_at	0.03528930865988599
MGC4707	0.0353085784458538
NDRG4	0.03532493377171447
215322_at	0.03538794572559592
PDAP1	0.03546560071357183
217313_at	0.03553224011024589
FADS1	0.035563169901930945
HBP1	0.03557559421187745
T1	0.03558372878535601
KIDINS220	0.03565308832466027
MEG3	0.03567827739954226
CDCA8	0.0356850077615794
HLXB9	0.03569030919877768
LOC286434	0.035761962490132984
PDZK7	0.03577614149706708
STX7	0.035812874567073494
GADD45GIP1	0.035813882870378726
SLC31A1	0.03588196381539096
217465_at	0.035889892907329246
APEX1	0.035907712335097784
NR0B2	0.03598048501213781
KIAA0831	0.03599980551970533
ZNF212	0.036015032263562896
PARP1	0.036070313631125145
MGC4692	0.03609081910362962
HNRPH1	0.036133040022039695
TAF13	0.036163151287913343
215564_at	0.03619844542955588
GPS1	0.036206078656477604
ZNF208	0.036247052762054754
CAP350	0.03627189009984513
ARHGAP25	0.03629207921524701
CREB3L1	0.036320701088152815
MCM5	0.03634652867162114
KRT6B	0.03635901409382221
KIBRA	0.03640039727637783
IL17	0.036438152351897284
ELSPBP1	0.03644179502385769
KIR3DL2	0.036522462744824596
MAT1A	0.036632316349578975
KIAA0296	0.036643013635331706
ABCB9	0.036651657858580766
SLC12A1	0.03666934537684361
MAD1L1	0.036690532285041905
SLC9A2	0.036697549437303044
CDK10	0.03671557244640545
HSU79275	0.036720702635236184
CCT6A	0.03676451406605188
215056_at	0.03684031637433316
KCNK2	0.03684087969191346
FUT2	0.0368734633357574
GDI2	0.036923046169597754
GLRX2	0.03693072661211292
APPL	0.03693691593724075
CDH2	0.036955956626569086
GABRG3	0.03697874106961823
FLJ11017	0.03698744578050849
PTK2	0.03703950853036951
NEUROG1	0.037108973742308454
222241_at	0.03715499017938968
ORC6L	0.037159421846972074
HIST1H4A	0.037162116503877705
215473_at	0.03718609931614409
SLC25A15	0.03721388001269417
IQCB1	0.037235320559923915
PIGK	0.03727064625557922
MGC61550	0.03728406362390389
ESRRG	0.037316385070817
SEL1L	0.037318201580514646
SCN3A	0.037323230505195544
SP1	0.03735867910565596
CENPB	0.037359380251674394
THADA	0.03735944836714096
CLIC1	0.03738594922051015
CD3G	0.037404740145787096
CHD4	0.03741740287393426
ADD1	0.03749535925550331
G1P2	0.03753475731182688
FGF18	0.03759566496427672
FLJ21069	0.0376056744374008
PGAP1	0.03761148270879312
FHL3	0.037696754664079415
FAM13C1	0.0377154304408625
DKFZp761I2123	0.03773278465288848
216177_at	0.03776331615811023
KIAA0515	0.03776811417353316
CLCNKB	0.037805035387638644
KIAA1387	0.03785590246288914
JJAZ1	0.03786608010252386
SLC14A1	0.03788277203315883
221200_at	0.037901972953300556
DGAT1	0.03803587957786423
PTCD2	0.0380864939624282
ARMET	0.038098664111579014
NCF1	0.03810152533676668
NKG7	0.03811539385292343
208691_at	0.0381227877459717
DSC1	0.03815560823083052
IRF3	0.038201396173545
FLJ10292	0.03820792109070043
ABI1	0.038313902379662174
CPNE6	0.03833340206266002
GDF15	0.03833363982348153
PMS2L1	0.03833788086264988
MRPL24	0.03835586265273808
PARG	0.0383636095518283
UPK3B	0.03837343377526838
CYP21A2	0.03845357238681481
CILP	0.03852086245607358
PRKCI	0.038570707118024156
EDNRB	0.03860878450793562
ETS1	0.0386105097569327
HB-1	0.03862106436534916
OLIG2	0.038694181800682355
DST	0.03874426832147113
EFEMP2	0.03875133327151712
216668_at	0.03875509252507742
DPEP2	0.038769772867998216
203191_at	0.03878023992753808
BTNL2	0.038782079287192274
NR1H4	0.038889575668590894
RRAGB	0.03889835336023916
NR0B1	0.038904493378676276
ABCF2	0.03892793051429953
SIRT5	0.03893225643036829
CLPTM1	0.03893346439410117
