Target	NGT_mm12_10591	NGT_mm74_10969	NGT_mm68_10586	NGT_mm64_10968	NGT_mm63_10589	NGT_mm57_10578	NGT_mm54_10571	NGT_mm53_10590	NGT_mm76_10748	NGT_mm50_10581	NGT_mm48_10080	NGT_mm37_10587	NGT_mm36_10178	NGT_mm20_10597	NGT_mm15_10664	NGT_mm14_10600	NGT_mm51_10588	DM2_mm62_10517	DM2_mm61_10197	DM2_mm55_10209	DM2_mm47_10210	DM2_mm39_10122	DM2_mm34_10212	DM2_mm32_10194	DM2_mm10_10208	DM2_mm28_10169	DM2_mm21_10126	DM2_mm08_10204	DM2_mm07_10201	DM2_mm05_10189	DM2_mm03_10179	DM2_mm77_10131	DM2_mm31_10186	DM2_mm81_10199
NGT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
